length_url,nb_dots,nb_hyphens,nb_at,domain_age,domain_registration_length,web_traffic,google_index,page_rank,links_in_tags,phish_hints,status
63,5,2,0,4565,184,7521365,1,4,11.11111111,0,1
119,2,10,0,9108,2214,1084,0,8,66.66666667,0,0
36,2,0,0,5808,766,10297537,0,3,5.555555556,0,0
31,1,0,0,1523,302,0,1,1,100.0,0,1
26,2,0,0,-1,0,260782,0,4,100.0,0,0
66,2,2,0,8348,2974,1,0,10,0.0,0,1
56,1,1,0,715,15,0,1,1,0.0,3,1
126,3,4,0,1659,167,2580873,1,0,9.090909091,0,1
69,2,3,0,6318,2082,8262,0,6,76.0,0,0
73,2,7,0,5397,81,5752,0,6,31.25,0,0
27,1,0,0,4633,128,1218702,0,2,79.31034483,0,0
33,1,0,0,1369,91,0,1,0,100.0,0,1
61,3,3,0,5458,750,335398,0,4,55.55555556,0,0
72,3,2,0,323,43,0,1,0,0.0,0,1
84,3,2,0,213,153,0,1,0,70.0,0,1
71,4,0,0,8349,2973,1,0,10,66.66666667,0,0
45,2,0,0,7157,149,2272,1,3,77.27272727,0,0
78,2,7,0,5910,1759,2140,0,6,75.0,0,0
25,2,1,0,4517,231,1499409,0,3,0.0,0,0
208,7,3,0,-1,311,0,1,0,0.0,2,1
42,4,0,0,4790,0,113061,1,4,33.33333333,1,1
98,1,2,0,1706,120,4830221,1,2,100.0,2,1
25,1,0,0,-1,0,70339,0,3,14.28571429,1,0
24,1,0,0,-1,0,0,0,2,50.0,0,0
58,3,1,0,4278,105,0,0,2,81.25,0,0
27,2,0,0,-1,324,897103,0,3,100.0,0,0
79,2,0,0,204,162,0,0,0,100.0,0,1
42,2,3,0,6497,78,245759,0,4,0.0,0,0
95,2,2,0,9281,63,125,1,7,87.80487805,0,0
95,2,1,0,7403,267,7218,0,5,62.5,1,0
35,2,1,0,3460,557,273715,1,4,0.0,0,1
32,2,0,0,9265,233,8473,1,7,66.66666667,0,0
43,2,0,0,9201,297,685,0,6,90.47619048,0,0
44,2,1,0,9283,60,124,0,7,77.77777778,0,0
36,2,0,0,6258,2507,682,0,6,61.53846154,0,0
24,2,0,0,8315,450,4,0,5,100.0,1,0
42,1,0,0,3077,211,0,1,1,0.0,0,1
51,1,2,0,4091,656,2080075,1,3,100.0,0,1
45,1,0,0,3318,335,0,1,0,100.0,1,1
63,2,1,0,1048,47,0,1,0,0.0,2,1
22,1,0,0,2772,149,0,1,1,0.0,0,1
36,2,0,0,2805,116,0,0,1,100.0,0,0
32,2,0,0,8164,601,1273697,0,5,88.88888889,0,0
27,2,0,0,1664,1258,4365827,0,1,80.0,0,0
30,3,0,0,-1,0,0,1,1,0.0,0,1
28,2,0,0,7191,479,0,0,2,26.31578947,0,0
30,2,0,0,1309,151,542841,0,2,90.90909091,0,0
49,2,0,0,444,287,0,1,2,0.0,0,1
94,1,1,0,872,588,0,1,0,0.0,1,1
26,2,0,0,2437,120,1328127,0,4,83.33333333,0,0
227,2,0,0,1610,581,3948303,1,0,0.0,0,1
75,4,1,0,5160,1048,115,1,8,0.0,0,0
75,3,0,0,6425,149,1883099,0,5,0.0,0,0
65,3,5,0,4069,314,0,0,2,92.85714286,0,0
48,3,2,0,523,222,0,1,3,50.0,0,1
96,1,7,0,3376,276,1654335,0,5,60.0,0,0
29,3,0,0,-1,0,15044,0,5,100.0,0,0
25,1,0,0,5080,34,2716802,0,4,100.0,0,0
59,3,3,0,6928,1838,94719,1,4,50.0,0,0
61,3,2,0,6984,163,525473,0,5,0.0,0,0
30,2,0,0,1262,198,0,0,3,20.0,0,0
37,2,0,0,8227,28,0,0,5,60.0,0,0
31,2,0,0,2539,2209,0,0,5,100.0,0,0
37,2,0,0,-1,0,0,1,2,41.66666667,0,1
36,2,0,0,3313,340,298753,0,3,0.0,0,0
70,3,0,0,5062,51,723831,1,1,0.0,0,0
88,2,9,0,1925,267,2709,0,5,87.5,0,0
151,6,1,0,-1,393,238118,1,5,10.0,1,1
33,1,0,0,396,335,0,1,0,0.0,0,1
28,2,0,0,2290,267,132459,1,4,0.0,0,1
27,2,1,0,-1,-1,1611338,0,4,25.0,0,0
22,2,1,0,3753,264,314249,0,2,89.47368421,0,0
22,2,0,0,806,290,45133,0,1,27.27272727,0,1
70,2,1,0,3538,115,0,1,2,100.0,4,1
53,2,2,0,7584,451,969,0,5,100.0,0,0
50,3,0,0,7108,1658,135545,0,5,50.0,0,0
23,2,1,0,3571,82,211484,0,3,100.0,0,0
51,2,1,0,7839,197,606,0,6,31.25,0,0
58,2,0,0,8349,2973,1,1,10,42.85714286,2,1
88,3,8,0,-1,0,19486,0,6,71.42857143,0,0
80,2,5,0,7883,152,475598,0,4,50.0,0,0
220,7,1,0,-1,0,0,1,0,100.0,1,1
39,2,2,0,2960,326,1148678,1,4,100.0,0,0
26,2,0,0,2051,140,890770,0,2,37.5,0,0
92,2,1,0,4170,942,0,1,3,0.0,3,1
84,3,3,0,4306,1538,16175,1,5,87.5,0,0
68,3,4,0,4821,293,151781,0,3,40.0,0,0
134,3,4,0,3381,272,0,1,0,0.0,0,1
87,2,0,0,7744,0,277,0,6,84.84848485,0,0
86,2,1,0,-1,0,0,1,0,0.0,1,1
24,2,0,0,1592,234,2506622,0,3,0.0,0,0
43,2,0,0,6255,2510,688,0,6,61.53846154,0,0
51,2,2,0,7835,201,600,0,6,31.25,0,0
36,2,0,0,4723,25,2209903,1,3,100.0,0,1
46,1,2,0,2851,71,877707,0,2,100.0,0,1
54,2,0,0,6071,139,14420,0,5,31.03448276,0,0
103,4,5,0,7447,587,385,1,8,0.0,0,0
59,2,1,0,8215,184,216,0,8,88.46153846,0,0
35,2,0,0,7299,370,0,0,5,14.28571429,0,0
36,2,0,0,356,10,0,1,0,16.66666667,0,1
56,2,2,0,1350,111,488922,1,2,100.0,0,0
76,2,5,0,2133,789,11262,1,4,60.0,0,0
73,4,0,0,8346,2975,1,0,10,66.66666667,0,0
77,2,1,0,6256,2509,688,0,6,64.28571429,0,0
43,3,2,0,3415,238,0,1,0,58.33333333,0,1
29,2,0,0,7649,1847,357469,0,4,50.0,0,0
50,2,1,0,7838,198,606,0,6,31.25,0,0
46,2,0,0,7134,901,13,0,7,100.0,0,0
25,2,0,0,2786,136,1090791,0,3,20.0,0,0
28,2,0,0,8934,199,18070,0,5,66.66666667,0,0
25,2,0,0,1205,255,355818,0,3,83.33333333,0,0
48,3,2,0,5526,1048,10856,1,5,0.0,0,0
51,2,2,0,5906,253,1495,0,6,28.0,0,0
85,1,6,0,6064,145,219535,1,4,94.44444444,0,0
70,3,4,0,0,364,0,1,0,100.0,0,1
33,2,0,0,3494,524,3399200,0,3,0.0,0,0
40,1,0,0,7967,68,7232787,1,2,100.0,0,1
29,2,0,0,1950,242,341948,1,1,0.0,1,1
80,2,1,0,3314,27,0,1,0,50.0,3,1
57,2,0,0,6338,602,289,0,5,100.0,0,0
99,2,2,0,8018,381,0,1,4,7.692307692000001,1,1
76,3,4,0,-1,71,2352325,0,5,75.0,0,0
126,3,4,0,1669,157,1961063,1,0,0.0,0,1
37,4,0,0,3433,220,0,1,0,100.0,0,1
43,3,0,0,7158,149,2294,0,3,86.66666667,0,0
125,3,5,0,8217,183,1509316,0,2,0.0,1,0
56,5,0,0,12102,0,17784,0,5,100.0,0,0
82,2,6,0,139,226,0,1,0,100.0,0,1
40,2,0,0,1953,2430,4365,1,3,0.0,0,1
55,2,2,0,-1,0,0,1,2,0.0,0,1
41,3,0,0,8048,3479,2615,0,6,0.0,0,0
129,2,4,0,276,89,0,1,0,0.0,1,1
32,2,0,0,6529,776,551720,0,4,100.0,0,0
51,1,2,0,3871,147,22440,0,5,64.28571429,0,0
29,2,0,0,-1,0,936822,0,3,66.66666667,0,0
30,2,1,0,-1,0,0,0,2,33.33333333,0,0
56,4,3,0,5466,1259,74,1,4,0.0,0,1
86,3,0,0,-1,0,8661090,1,1,100.0,1,1
25,2,0,0,93,272,0,1,0,100.0,0,1
30,1,0,0,4672,76,90,0,9,10.0,0,0
55,2,0,0,7130,905,12,0,7,100.0,0,0
29,3,0,0,-1,0,0,0,0,83.33333333,1,1
54,2,0,0,6215,359,3167,0,5,100.0,0,0
22,1,0,0,-1,0,173891,0,3,58.33333333,0,0
97,2,6,0,7982,1879,13287,0,5,66.66666667,0,0
28,1,2,0,-1,0,1080945,0,3,100.0,0,1
63,2,1,0,2783,0,7664335,1,2,0.0,0,1
72,5,1,1,6405,169,0,1,2,0.0,0,1
44,5,0,0,5627,217,0,1,5,0.0,1,1
48,2,1,0,4684,430,0,1,4,43.75,2,1
90,6,1,0,-1,0,502500,0,2,85.71428571,0,1
28,2,0,0,-1,81,1375774,0,3,70.37037037,0,0
25,2,0,0,5832,376,2383950,0,3,85.0,0,0
47,2,1,0,5751,92,3759,0,5,4.0,0,0
52,2,0,0,7134,901,12,0,7,100.0,0,0
80,3,4,0,5443,35,0,1,2,0.0,0,0
78,2,8,0,4847,632,6060,0,5,66.66666667,0,0
181,5,6,1,-1,0,1835934,1,2,66.66666667,1,1
42,3,0,0,6253,321,272316,1,1,81.81818182,1,1
41,2,0,0,6532,43,0,1,0,0.0,1,1
47,4,0,0,-1,348,8615137,1,1,0.0,0,1
34,2,0,0,7309,360,0,0,5,0.0,0,1
21,2,0,0,8649,115,1409953,0,4,0.0,0,0
84,2,0,0,2192,365,0,1,0,85.71428571,0,1
88,2,5,0,4062,321,99,0,5,18.18181818,1,0
18,2,0,0,3691,326,1889322,0,2,92.85714286,0,0
80,3,4,0,9131,365,15561,1,6,81.66666667,0,0
53,2,1,0,5259,220,579623,0,3,100.0,0,0
56,2,0,0,5636,208,2,0,10,56.0,0,0
38,2,0,0,-1,0,0,1,3,0.0,0,1
18,2,0,0,-1,0,735492,0,3,100.0,0,0
103,2,5,0,4059,324,99,0,5,18.18181818,0,0
36,2,0,0,90,274,0,1,2,0.0,0,1
26,2,0,0,3262,390,9832045,0,2,100.0,0,0
22,2,0,0,4104,1739,49465,0,3,50.0,0,0
31,3,0,0,3913,470,7604323,0,2,100.0,0,0
28,2,0,0,4489,258,0,0,3,90.90909091,1,1
89,4,5,0,7448,586,385,0,8,0.0,0,0
33,2,1,0,7297,372,0,0,5,0.0,0,0
30,1,1,0,-1,0,0,1,0,0.0,0,1
32,2,0,0,7299,370,0,0,5,11.76470588,0,0
60,4,1,0,-1,0,0,1,1,0.0,3,1
35,1,0,0,2674,0,8291831,0,3,16.66666667,0,0
55,3,2,0,1546,644,4669,1,2,0.0,1,1
33,2,0,0,5159,1049,8007434,0,8,33.33333333,0,0
299,15,2,0,3808,0,0,1,0,0.0,3,1
125,2,9,0,8219,2006,8755,0,5,100.0,0,0
66,2,0,0,2706,216,196027,1,4,77.77777778,1,0
41,3,1,0,5491,353,2902297,0,3,100.0,0,0
77,2,0,0,581,149,796025,0,3,40.0,0,1
57,4,0,0,-1,0,1539269,0,3,37.5,0,0
29,2,0,0,-1,167,509584,0,1,54.54545455,0,0
55,3,0,0,1800,757,0,1,1,70.58823529,0,1
63,2,0,0,-1,124,0,0,0,0.0,0,1
31,1,0,0,-1,0,8063240,0,2,1.5625,0,0
74,3,6,0,7688,347,383023,0,4,81.25,0,0
111,3,5,0,7792,609,557,0,8,0.209205021,2,0
23,2,0,0,3088,2026,2628104,0,2,88.88888889,0,0
204,2,2,0,7968,3354,892,0,7,40.0,0,1
214,5,0,0,7083,221,0,1,4,0.0,0,1
71,2,0,0,8000,1496,237688,0,4,85.71428571,0,0
78,4,0,0,-1,0,0,1,0,0.0,1,1
36,2,0,0,7412,282,1561104,1,2,0.0,1,1
67,2,4,0,6587,353,2673,0,6,83.33333333,0,0
26,2,0,0,6991,573,406163,0,4,80.95238095,0,0
30,2,0,0,2865,786,0,1,0,0.0,0,1
21,2,0,0,-1,0,0,0,3,100.0,0,0
27,2,0,0,1616,210,0,0,3,24.32432432,0,0
54,5,2,0,5616,228,0,1,5,0.0,0,1
52,2,0,0,5086,392,53314,0,5,100.0,0,0
30,2,1,0,6998,307,2435691,0,2,0.0,0,0
23,2,0,0,2166,26,898859,0,2,86.66666667,0,0
23,1,0,0,1493,333,0,0,2,42.85714286,0,0
29,2,0,0,1346,114,504286,0,2,100.0,0,0
47,3,0,0,8575,192,92470,0,5,0.0,0,0
153,2,1,0,4284,99,0,1,1,66.66666667,2,1
44,1,0,0,4937,176,64385,0,5,90.90909091,0,0
45,1,0,0,2172,1481,1130377,1,4,0.0,0,1
61,2,0,0,6256,2509,688,0,6,64.28571429,0,0
43,3,0,0,-1,0,784159,1,3,100.0,0,1
67,2,0,0,6149,425,11846,1,5,0.0,0,0
28,2,0,0,5160,1048,0,0,8,0.0,0,0
45,3,1,0,7130,905,12,1,7,100.0,0,0
62,2,1,0,201,165,0,1,3,0.0,3,1
29,2,1,0,6304,1091,428296,0,3,50.0,0,0
82,3,0,0,-1,288,276218,1,5,0.0,0,0
26,2,0,0,862,233,0,0,0,71.42857143,0,1
31,2,0,0,3312,340,833799,0,4,66.66666667,0,0
77,2,0,0,5783,60,50436,1,4,0.0,0,1
49,3,1,0,3857,161,1747496,1,4,0.0,0,0
18,2,0,0,-1,338,0,0,0,0.0,1,1
93,3,0,0,5232,246,0,0,7,0.0,0,0
64,5,0,1,5627,216,0,1,5,0.0,0,1
159,2,0,0,-1,0,0,1,0,0.0,1,1
91,2,6,0,5222,986,135,0,8,58.82352941,0,0
75,2,0,0,8202,198,114489,0,5,0.0,1,0
32,2,0,0,7449,220,1307416,0,5,66.66666667,0,0
20,1,0,0,4383,730,0,1,2,86.66666667,0,1
33,2,0,0,8964,1261,70,0,8,0.0,0,0
38,2,0,0,1456,0,0,0,1,12.5,0,0
63,2,0,0,2254,303,0,1,0,100.0,1,1
55,2,2,0,5032,82,8889671,0,2,69.23076923,0,0
50,3,0,0,8047,3479,2604,0,6,0.0,0,0
40,2,2,0,-1,0,77586,1,1,0.0,1,1
72,2,8,0,-1,1011,3541485,0,2,93.33333333,0,0
45,3,0,0,5812,1493,10664,0,5,33.33333333,0,0
31,2,0,0,2006,186,3760288,0,3,92.85714286,0,0
90,3,1,0,-1,63,0,1,0,100.0,5,1
84,2,0,0,8347,2975,1,1,10,0.0,1,1
35,2,0,0,2837,85,4073967,1,2,0.0,0,1
63,1,2,0,2809,113,0,1,0,60.0,2,1
35,2,0,0,212,519,0,1,0,50.0,0,1
24,1,0,0,5509,334,787013,1,2,76.92307692,0,1
24,2,0,0,3466,186,381443,0,4,66.66666667,0,0
26,1,0,0,1735,91,2262517,1,2,50.0,0,1
41,2,0,0,-1,152,0,1,2,0.0,0,0
49,2,0,0,7130,905,12,0,7,100.0,0,0
37,2,0,0,-1,37,3529045,1,2,0.0,0,0
46,3,0,0,-1,180,0,1,0,0.0,0,1
25,2,0,0,3040,246,112982,0,4,71.42857143,0,0
47,4,2,0,5612,231,5865346,1,5,0.0,0,1
90,2,7,0,5414,64,55888,0,4,66.66666667,0,0
24,2,0,0,7251,54,940265,1,1,2.272727273,0,1
29,2,0,0,5613,230,0,1,5,0.0,0,1
53,3,0,0,7692,2901,502614,0,5,100.0,0,0
85,1,10,0,5797,47,1518,0,7,72.30769231,0,0
70,6,0,0,2350,207,0,1,2,100.0,0,1
26,3,0,0,-1,0,988977,0,2,75.0,0,0
47,2,0,0,7132,902,12,0,7,100.0,0,0
61,3,0,0,7071,234,76196,0,5,100.0,0,0
65,4,0,0,8592,0,4293,0,5,0.0,0,0
33,2,0,0,582,149,238940,1,3,23.07692308,0,1
27,2,0,0,5342,0,2415737,0,3,100.0,1,0
51,1,0,0,4410,337,0,1,2,0.0,1,1
35,2,0,0,6977,328,120226,0,5,100.0,0,0
68,2,7,0,5034,79,204376,0,4,80.0,0,0
30,2,0,0,-1,270,4286481,0,2,0.0,0,0
29,2,0,0,6391,1645,413,0,5,52.94117647,0,0
70,5,2,0,505,226,0,1,0,0.0,1,1
105,3,7,0,3037,3537,3636,0,5,90.0,0,0
57,3,3,0,8373,26,1352921,0,4,77.77777778,0,0
31,2,0,0,3579,74,3148672,0,2,0.0,0,0
24,3,0,0,-1,2692,0,0,3,0.0,0,0
26,2,0,0,-1,7,0,0,1,0.0,0,0
51,1,0,0,155,210,9655552,1,0,0.0,1,1
303,3,1,0,-1,69,0,1,0,33.33333333,4,1
26,2,0,0,6564,376,51845,0,4,7.692307692000001,0,0
27,2,0,0,5617,591,0,0,2,0.0,0,0
59,2,0,0,8829,507,2635,0,6,89.28571429,0,0
42,2,0,0,7740,295,779,0,6,93.75,0,0
39,2,3,0,2718,203,0,0,2,0.0,0,0
33,2,1,0,-1,0,163131,0,4,100.0,0,0
41,2,0,0,7530,2696,23288,1,4,100.0,0,1
50,3,0,0,7376,294,6362655,0,5,0.0,0,0
25,2,0,0,9041,455,1936483,0,4,50.0,0,0
55,2,0,0,3839,179,21416,1,6,100.0,0,0
36,2,0,0,-1,309,0,1,0,100.0,0,1
45,3,0,0,1818,0,8021772,1,0,0.0,0,1
76,4,1,0,4003,15,5816617,1,0,100.0,0,1
30,2,0,0,-1,222,211600,0,4,82.35294118,0,0
22,3,0,0,-1,99,555264,0,2,61.11111111,0,0
41,3,1,0,-1,0,0,1,0,0.0,0,1
70,4,1,0,4286,360,262783,0,4,100.0,0,0
42,2,0,0,1953,2430,4365,0,3,0.0,0,1
56,2,1,0,-1,1192,590567,1,2,0.0,0,1
27,2,0,0,1382,79,67497,0,2,83.33333333,0,0
30,2,1,0,3777,3162,6328,0,7,0.0,1,0
38,3,0,0,7133,902,12,1,7,100.0,0,0
75,6,2,1,5626,217,0,1,5,0.0,0,1
77,3,3,0,9010,120,446919,1,5,87.5,0,0
67,3,0,0,7119,186,163874,0,5,0.0,0,0
78,3,1,0,630,101,0,1,2,100.0,4,1
19,2,1,0,54,311,0,1,0,0.0,0,1
55,2,0,0,8520,2804,8,0,10,14.28571429,0,0
89,2,6,0,4211,1266,165366,1,4,42.85714286,0,0
45,2,0,0,3772,246,35245,0,4,45.45454545,0,0
74,3,0,0,-1,0,171134,0,5,0.0,0,0
50,2,2,0,5271,208,4135720,1,0,20.0,0,1
19,1,0,0,-1,271,406442,0,3,50.0,0,0
330,4,8,0,7490,3103,376,0,7,0.0,0,1
42,2,1,0,27,337,0,1,0,100.0,0,1
43,4,0,0,2215,341,627168,1,1,30.0,0,1
21,2,0,0,-1,0,676660,0,5,100.0,0,0
62,3,0,0,12712,0,1117,1,6,0.0,0,0
27,2,1,0,3313,339,384896,0,3,66.66666667,0,0
26,1,0,0,-1,355,0,1,0,0.0,0,1
66,2,4,0,4641,107,6166,0,6,57.14285714,0,0
50,2,0,0,4545,411,254352,0,4,20.0,0,1
45,2,1,0,8539,593,29422,0,5,100.0,0,0
30,2,1,0,1,0,0,1,0,0.0,0,1
33,2,0,0,7717,319,891900,0,4,0.0,0,0
36,2,0,0,2881,2596,5754,1,4,100.0,0,1
64,3,0,0,1338,122,22211,1,6,100.0,0,1
92,3,0,0,259,106,0,1,1,0.0,0,1
33,2,0,0,-1,423,1593690,0,3,60.0,0,0
74,3,4,0,8181,584,178077,1,4,62.5,0,0
255,3,8,0,9338,158,21,0,5,0.0,1,1
219,1,2,0,778,318,0,1,1,80.0,3,1
54,2,1,0,2132,59,17569,1,4,16.66666667,0,0
31,2,0,0,-1,0,788916,0,4,50.0,0,0
28,2,0,0,734,362,3941699,0,2,42.85714286,0,1
23,1,0,0,-1,0,121046,0,3,0.0,0,0
23,2,0,0,4666,83,747137,0,3,66.66666667,0,0
29,2,0,0,1163,297,0,0,2,66.66666667,0,0
263,13,0,1,2660,3183,0,1,4,0.0,1,1
36,1,0,0,2247,310,50432,0,5,87.5,1,0
120,4,0,0,3992,25,5697976,1,0,100.0,0,1
34,3,0,0,7062,242,1760637,1,1,81.81818182,1,1
60,2,1,0,345,386,0,1,0,4.166666667,3,1
64,3,3,0,6724,580,13495,0,5,25.0,0,0
28,2,0,0,2858,428,291303,0,4,100.0,0,0
97,1,1,0,835,261,0,1,0,0.0,3,1
48,3,2,0,184,182,0,1,0,100.0,0,1
72,3,4,0,-1,0,8013,1,6,100.0,0,0
49,3,0,0,-2,470,131425,0,5,79.16666667,0,0
74,4,1,0,10673,286,23,1,8,100.0,0,0
43,2,0,0,8348,2973,1,0,10,50.0,2,1
88,2,6,0,6991,314,4524,0,5,46.66666667,0,0
56,2,2,0,6111,98,0,0,3,97.56097561,0,0
22,2,0,0,995,100,0,0,1,75.0,0,0
49,2,0,0,9091,1602,25870,0,4,0.0,1,0
73,2,9,0,7419,1346,285,0,7,0.0,0,0
52,2,0,0,2397,160,7613314,1,1,0.0,0,1
31,2,0,0,4190,192,21732,0,6,40.0,0,0
66,2,1,0,4,359,0,1,0,6.976744186,0,1
27,2,0,0,1128,333,0,0,0,40.0,0,0
88,4,5,0,8758,735,947,0,8,87.17948718,0,0
55,3,1,0,9800,2252,72,0,8,81.25,0,0
74,1,6,0,3565,0,39004,0,6,76.47058824,0,0
37,2,0,0,451,280,0,1,0,75.0,0,1
23,3,0,0,-1,0,439401,0,3,31.25,0,0
110,3,2,0,-1,0,0,1,2,0.0,0,1
132,2,2,0,8019,381,0,1,4,7.692307692000001,0,1
63,3,3,0,5208,635,27898,0,5,66.66666667,0,0
25,1,0,0,519,212,0,1,0,100.0,0,1
83,2,9,0,9221,1007,0,1,4,38.0952381,0,0
22,2,1,0,-1,564,0,1,2,0.0,0,1
54,3,2,0,6739,3123,10600,0,6,0.0,0,0
91,2,7,0,3930,452,1051803,0,3,80.0,0,0
40,1,0,0,5554,289,926922,0,4,100.0,0,0
48,6,0,0,-1,0,0,1,0,0.0,1,1
145,3,3,0,7086,948,18105,1,3,0.0,0,1
36,2,0,0,8519,2804,8,1,10,22.22222222,0,0
81,2,1,0,1184,276,0,1,1,100.0,2,1
60,1,4,0,3855,162,0,0,2,0.0,0,0
27,2,0,0,1230,0,123186,1,2,64.70588235,1,1
50,3,0,0,8145,620,12421,0,6,30.95238095,0,0
203,2,0,0,-1,0,0,1,0,100.0,2,1
54,4,0,0,-1,0,0,1,0,100.0,0,1
36,2,0,0,473,258,0,1,0,100.0,0,1
25,2,0,0,2887,1129,195017,0,3,73.33333333,0,0
32,3,0,0,-1,126,1363440,0,2,0.0,0,0
29,2,0,0,2052,139,6963675,1,0,100.0,0,1
81,3,0,0,8205,195,0,1,3,0.0,0,0
157,4,1,0,6019,1286,3365993,1,4,91.11111111,0,1
54,5,0,0,2350,207,0,1,2,100.0,0,1
76,3,0,0,2370,186,0,1,2,50.0,1,1
92,3,0,0,4313,799,219768,1,3,100.0,0,1
97,2,0,0,7841,1290,3990,0,5,0.0,0,0
74,2,2,0,9286,1673,153840,1,5,66.66666667,0,0
164,3,1,1,4284,99,0,1,1,66.66666667,2,1
37,2,1,0,-1,0,77586,1,1,0.0,1,1
25,1,0,0,2005,187,350582,0,4,85.71428571,0,0
26,2,0,0,1186,274,141129,0,1,71.42857143,0,0
53,3,0,0,-1,730,0,1,0,100.0,0,1
25,2,0,0,6986,319,407240,0,3,0.0,0,0
29,2,0,0,4258,141,422100,0,4,100.0,0,0
29,2,1,0,4087,296,940638,0,3,100.0,0,0
65,5,2,0,5626,218,0,1,5,0.0,1,1
67,2,0,0,4376,0,0,1,1,0.0,0,1
53,2,3,0,9078,53,43635,0,6,87.5,0,0
56,5,0,0,7473,197,0,1,4,88.88888889,0,1
56,2,1,0,767,328,0,1,2,0.0,3,1
63,2,7,0,-1,286,853259,0,3,66.66666667,0,0
44,2,0,0,7298,371,275769,0,5,42.85714286,0,0
57,3,2,0,9265,232,8548,1,7,100.0,0,0
91,3,1,0,518,213,4431878,1,0,100.0,2,1
179,6,0,0,-1,0,10534904,1,0,35.71428571,2,1
118,2,1,0,1279,182,0,1,0,100.0,0,1
36,2,0,0,61,303,0,1,0,100.0,1,1
44,3,0,0,7157,149,2294,0,3,86.66666667,0,0
33,2,0,0,8518,2805,8,0,10,13.33333333,0,0
65,2,1,0,6697,243,3822,0,7,58.33333333,0,0
46,2,1,0,6264,310,5725,0,5,76.38888889,0,0
33,2,0,0,2917,370,68190,0,6,88.88888889,0,0
150,4,0,0,-1,0,0,1,0,0.0,2,1
21,2,0,0,7969,1161,15330,0,5,50.0,0,0
56,3,1,0,8050,350,1593,1,5,91.30434783,0,0
41,2,0,0,-1,215,0,0,4,100.0,0,0
26,2,0,0,-1,0,0,0,2,100.0,0,0
85,1,8,0,6064,145,10507,0,5,32.55813953,0,0
90,2,6,0,7616,133,2190,0,5,52.94117647,0,0
27,2,0,0,1703,124,1095998,0,1,98.57142857,0,0
36,2,0,0,7296,373,1488112,0,5,46.15384615,0,0
70,3,0,0,6348,3148,188311,0,4,71.42857143,0,0
113,3,0,0,6677,261,0,1,0,100.0,0,1
22,2,0,0,1986,570,0,0,3,53.84615385,0,0
31,1,0,0,6,358,0,1,0,100.0,0,1
41,2,0,0,7447,587,0,0,8,63.46153846,0,0
89,2,8,0,1436,25,2323308,0,2,50.0,0,0
51,2,0,0,2314,1338,0,1,0,100.0,0,1
25,2,0,0,-1,125,0,0,0,100.0,1,1
27,2,0,0,-1,0,0,0,1,100.0,0,0
35,2,0,0,7296,373,0,1,5,0.0,0,1
38,3,0,0,8272,131,13549,0,5,80.0,0,0
48,4,0,0,11909,0,5646,1,5,0.0,0,0
76,3,3,0,6242,698,2409,0,6,33.33333333,0,0
38,2,0,0,7621,50,56198,1,6,72.0,0,1
45,2,0,0,1414,0,0,1,0,0.0,0,1
30,2,0,0,889,206,0,1,1,0.0,0,1
76,2,4,0,4502,245,896069,1,5,87.5,0,0
31,2,0,0,7297,372,0,1,5,0.0,0,1
77,2,1,0,5927,7,0,1,1,0.0,3,1
88,4,1,0,1533,657,4623,1,2,80.0,0,1
56,3,0,0,-1,0,0,1,0,0.0,0,1
51,3,0,0,6106,103,737,1,6,15.38461538,0,0
33,2,0,0,7140,165,0,0,5,100.0,0,0
93,4,0,0,-1,0,2818,0,6,0.0,0,0
98,2,4,0,5738,1201,8559,0,6,75.0,0,0
41,1,1,0,1345,115,0,1,4,15.0,0,1
38,2,0,0,-1,345,0,1,0,57.14285714,0,1
43,2,0,0,4918,2021,19671,0,5,100.0,0,0
78,2,1,0,7449,220,21320,1,5,35.13513514,3,1
23,2,0,0,-1,1051,1054810,0,3,71.42857143,0,0
201,3,0,0,1479,347,0,1,1,0.0,2,1
31,2,1,0,6467,1202,37793,0,4,63.63636364,0,0
68,3,0,0,6109,2656,1617,0,5,0.0,0,0
32,2,0,0,7808,228,8348,0,6,100.0,0,0
42,2,0,0,5844,364,6767,0,5,100.0,0,0
48,3,0,0,8047,3480,2604,0,6,0.0,0,0
198,6,4,0,678,52,10421362,1,3,81.81818182,4,1
50,3,0,0,5026,87,0,1,1,0.0,0,1
28,2,0,0,5981,351,0,0,2,25.0,0,0
27,2,0,0,5910,298,1860613,0,3,66.66666667,0,0
40,3,0,0,8147,617,12601,0,6,30.95238095,0,0
44,2,0,0,2345,211,237648,1,2,57.14285714,0,0
49,2,0,0,-1,372,6129966,0,3,0.0,0,0
26,2,0,0,-1,0,0,0,0,60.0,0,0
81,2,1,0,8945,188,32,1,7,100.0,0,0
36,3,0,0,92,273,0,1,0,100.0,0,1
61,2,0,0,-1,0,9417793,1,0,0.0,2,1
64,2,0,0,3688,330,0,1,2,0.0,0,1
38,2,0,0,5636,208,2,0,10,56.0,0,0
53,2,1,0,1953,2430,4365,1,3,0.0,0,1
30,2,0,0,-1,894,0,0,4,66.66666667,0,0
52,3,0,0,-1,0,331651,0,4,0.0,0,0
40,1,0,0,4706,408,47113,0,4,85.71428571,0,0
41,3,2,0,4861,983,0,0,3,100.0,0,0
60,2,3,0,5509,335,1290,0,7,100.0,0,0
17,2,0,0,4516,231,144211,0,4,50.0,0,0
